index	page_stem	status	reason	exit_code	output_count	last_progress_status	input_image	prompt_file	log_file	trace_file	progress_file	child_summary_file
0	verify_page_9006--cropped--ocr-gray	completed		0	7	completed	/tmp/verify_page_9006--cropped--ocr-gray.png	/home/nathaniel/code/work/wumenguan/data/branch_b_fidelity_gray/NDL/column_views/_batch_runs/20260412T112230-verify-batch-006/prompts/verify_page_9006--cropped--ocr-gray--prompt.md	/home/nathaniel/code/work/wumenguan/data/branch_b_fidelity_gray/NDL/column_views/_batch_runs/20260412T112230-verify-batch-006/logs/verify_page_9006--cropped--ocr-gray--stderr.log	/home/nathaniel/code/work/wumenguan/data/branch_b_fidelity_gray/NDL/column_views/_batch_runs/20260412T112230-verify-batch-006/traces/verify_page_9006--cropped--ocr-gray--trace.jsonl	/home/nathaniel/code/work/wumenguan/data/branch_b_fidelity_gray/NDL/column_views/_batch_runs/20260412T112230-verify-batch-006/progress/verify_page_9006--cropped--ocr-gray--progress.jsonl	/home/nathaniel/code/work/wumenguan/data/branch_b_fidelity_gray/NDL/column_views/_batch_runs/20260412T112230-verify-batch-006/child_summaries/verify_page_9006--cropped--ocr-gray--summary.json
